round;player;action_player;opponent;action_opponent;payoff;time_php;time_js;treatment;session;context;prev;prev_player;prev_opp
19;s6m22usuario4;D;s6m22usuario13;D;1;301.589.989.662;2989;rand;s6m22;CDD;CD;C;D
20;s6m22usuario4;D;s6m22usuario7;D;1;163.670.015.335;1608;rand;s6m22;DDD;DD;D;D
21;s6m22usuario4;D;s6m22usuario14;D;1;352.060.008.049;3503;rand;s6m22;DDD;DD;D;D
22;s6m22usuario4;C;s6m22usuario5;D;0;191.980.004.311;1893;rand;s6m22;DDC;DD;D;D
23;s6m22usuario4;C;s6m22usuario11;C;3;159.249.997.139;1567;rand;s6m22;CDC;CD;C;D
24;s6m22usuario4;D;s6m22usuario6;D;1;329.530.000.687;3266;rand;s6m22;CCD;CC;C;C
25;s6m22usuario4;D;s6m22usuario10;D;1;176.839.995.384;1750;rand;s6m22;DDD;DD;D;D
26;s6m22usuario4;C;s6m22usuario1;C;3;220.050.001.144;2178;rand;s6m22;DDC;DD;D;D
27;s6m22usuario4;C;s6m22usuario11;D;0;219.470.000.267;2169;rand;s6m22;CCC;CC;C;C
28;s6m22usuario4;D;s6m22usuario3;D;1;228.310.012.817;2263;rand;s6m22;CDD;CD;C;D
29;s6m22usuario4;D;s6m22usuario9;D;1;177.749.991.417;1760;rand;s6m22;DDD;DD;D;D
30;s6m22usuario4;C;s6m22usuario2;D;0;259.630.012.512;2565;rand;s6m22;DDC;DD;D;D
31;s6m22usuario4;C;s6m22usuario14;D;0;100.480.008.125;980;rand;s6m22;CDC;CD;C;D
32;s6m22usuario4;C;s6m22usuario2;D;0;161.479.997.635;1588;rand;s6m22;CDC;CD;C;D
33;s6m22usuario4;D;s6m22usuario9;D;1;177.310.013.771;1753;rand;s6m22;CDD;CD;C;D
34;s6m22usuario4;D;s6m22usuario5;D;1;167.499.995.232;1657;rand;s6m22;DDD;DD;D;D
35;s6m22usuario4;C;s6m22usuario13;D;0;204.279.994.965;2015;rand;s6m22;DDC;DD;D;D
36;s6m22usuario4;C;s6m22usuario8;C;3;116.960.000.992;1142;rand;s6m22;CDC;CD;C;D
37;s6m22usuario4;D;s6m22usuario12;C;4;190.900.015.831;1885;rand;s6m22;CCD;CC;C;C
38;s6m22usuario4;D;s6m22usuario9;D;1;260.810.017.586;2584;rand;s6m22;DCD;DC;D;C
39;s6m22usuario4;C;s6m22usuario5;D;0;185.520.005.226;1838;rand;s6m22;DDC;DD;D;D
40;s6m22usuario4;C;s6m22usuario10;C;3;168.169.999.123;1657;rand;s6m22;CDC;CD;C;D
41;s6m22usuario4;D;s6m22usuario3;D;1;189.039.993.286;1866;rand;s6m22;CCD;CC;C;C
42;s6m22usuario4;D;s6m22usuario13;D;1;151.350.021.362;1487;rand;s6m22;DDD;DD;D;D
43;s6m22usuario4;C;s6m22usuario6;D;0;113.220.000.267;1107;rand;s6m22;DDC;DD;D;D
44;s6m22usuario4;C;s6m22usuario2;D;0;186.849.999.428;1850;rand;s6m22;CDC;CD;C;D
45;s6m22usuario4;D;s6m22usuario2;D;1;20.243.999.958;2006;rand;s6m22;CDD;CD;C;D
46;s6m22usuario4;D;s6m22usuario14;D;1;175.620.007.515;1730;rand;s6m22;DDD;DD;D;D
47;s6m22usuario4;C;s6m22usuario6;D;0;172.049.999.237;1692;rand;s6m22;DDC;DD;D;D
48;s6m22usuario4;C;s6m22usuario9;C;3;152.690.005.302;1501;rand;s6m22;CDC;CD;C;D
49;s6m22usuario4;D;s6m22usuario8;C;4;211.579.990.387;2089;rand;s6m22;CCD;CC;C;C
50;s6m22usuario4;D;s6m22usuario5;D;1;108.160.018.921;1055;rand;s6m22;DCD;DC;D;C
51;s6m22usuario4;C;s6m22usuario3;D;0;115.620.017.052;1126;rand;s6m22;DDC;DD;D;D
52;s6m22usuario4;C;s6m22usuario13;D;0;8.352.999.687.189.990;818;rand;s6m22;CDC;CD;C;D
53;s6m22usuario4;D;s6m22usuario7;D;1;148.399.996.758;1458;rand;s6m22;CDD;CD;C;D
54;s6m22usuario4;D;s6m22usuario15;D;1;732.399.940.491;707;rand;s6m22;DDD;DD;D;D
55;s6m22usuario4;C;s6m22usuario9;D;0;126.270.008.087;1232;rand;s6m22;DDC;DD;D;D
56;s6m22usuario4;C;s6m22usuario10;D;0;101.680.016.518;989;rand;s6m22;CDC;CD;C;D
57;s6m22usuario4;D;s6m22usuario11;C;4;15.039.999.484.999.900;1486;rand;s6m22;CDD;CD;C;D
58;s6m22usuario4;D;s6m22usuario13;D;1;166.079.998.016;1642;rand;s6m22;DCD;DC;D;C
59;s6m22usuario4;C;s6m22usuario14;D;0;17.892.999.649;1762;rand;s6m22;DDC;DD;D;D
60;s6m22usuario4;C;s6m22usuario6;C;3;160.389.995.575;1573;rand;s6m22;CDC;CD;C;D
61;s6m22usuario4;D;s6m22usuario16;D;1;251.110.005.379;2483;rand;s6m22;CCD;CC;C;C
62;s6m22usuario4;D;s6m22usuario16;D;1;147.140.002.251;1452;rand;s6m22;DDD;DD;D;D
63;s6m22usuario4;C;s6m22usuario8;C;3;197.049.999.237;1941;rand;s6m22;DDC;DD;D;D
64;s6m22usuario4;C;s6m22usuario10;C;3;189.730.000.496;1867;rand;s6m22;CCC;CC;C;C
65;s6m22usuario4;D;s6m22usuario13;D;1;209.840.011.597;2075;rand;s6m22;CCD;CC;C;C
66;s6m22usuario4;D;s6m22usuario3;D;1;133.400.011.063;1308;rand;s6m22;DDD;DD;D;D
67;s6m22usuario4;C;s6m22usuario12;D;0;236.520.004.272;2347;rand;s6m22;DDC;DD;D;D
68;s6m22usuario4;C;s6m22usuario9;C;3;148.889.994.621;1458;rand;s6m22;CDC;CD;C;D
69;s6m22usuario4;D;s6m22usuario3;D;1;210.249.996.185;2075;rand;s6m22;CCD;CC;C;C
70;s6m22usuario4;D;s6m22usuario5;D;1;15.680.000.782;1542;rand;s6m22;DDD;DD;D;D
71;s6m22usuario4;C;s6m22usuario11;C;3;178.229.999.542;1755;rand;s6m22;DDC;DD;D;D
72;s6m22usuario4;C;s6m22usuario15;D;0;155.380.010.605;1528;rand;s6m22;CCC;CC;C;C
73;s6m22usuario4;D;s6m22usuario5;D;1;237.560.009.956;2341;rand;s6m22;CDD;CD;C;D
74;s6m22usuario4;D;s6m22usuario7;D;1;134.870.004.654;1321;rand;s6m22;DDD;DD;D;D
75;s6m22usuario4;C;s6m22usuario7;D;0;239.919.996.262;2373;rand;s6m22;DDC;DD;D;D
76;s6m22usuario4;C;s6m22usuario15;D;0;168.939.995.766;1656;rand;s6m22;CDC;CD;C;D
77;s6m22usuario4;D;s6m22usuario10;C;4;220.399.999.619;2177;rand;s6m22;CDD;CD;C;D
78;s6m22usuario4;D;s6m22usuario6;D;1;175.049.996.376;1732;rand;s6m22;DCD;DC;D;C
79;s6m22usuario4;C;s6m22usuario14;D;0;182.690.000.534;1801;rand;s6m22;DDC;DD;D;D
80;s6m22usuario4;C;s6m22usuario5;D;0;131.060.004.234;1287;rand;s6m22;CDC;CD;C;D
81;s6m22usuario4;D;s6m22usuario9;C;4;197.569.990.158;1949;rand;s6m22;CDD;CD;C;D
82;s6m22usuario4;D;s6m22usuario10;D;1;13.138.999.939;1287;rand;s6m22;DCD;DC;D;C
83;s6m22usuario4;C;s6m22usuario1;C;3;176.749.992.371;1745;rand;s6m22;DDC;DD;D;D
84;s6m22usuario4;C;s6m22usuario13;D;0;147.880.005.836;1453;rand;s6m22;CCC;CC;C;C
85;s6m22usuario4;D;s6m22usuario6;D;1;140.130.019.188;1374;rand;s6m22;CDD;CD;C;D
86;s6m22usuario4;D;s6m22usuario10;D;1;184.189.987.183;1814;rand;s6m22;DDD;DD;D;D
87;s6m22usuario4;C;s6m22usuario9;C;3;200.809.979.439;1989;rand;s6m22;DDC;DD;D;D
88;s6m22usuario4;C;s6m22usuario15;D;0;211.319.994.926;2094;rand;s6m22;CCC;CC;C;C
89;s6m22usuario4;D;s6m22usuario1;D;1;194.639.992.714;1920;rand;s6m22;CDD;CD;C;D
90;s6m22usuario4;D;s6m22usuario10;D;1;155.950.021.744;1535;rand;s6m22;DDD;DD;D;D
91;s6m22usuario4;C;s6m22usuario2;D;0;118.179.988.861;1159;rand;s6m22;DDC;DD;D;D
92;s6m22usuario4;C;s6m22usuario12;D;0;132.760.000.229;1304;rand;s6m22;CDC;CD;C;D
93;s6m22usuario4;D;s6m22usuario16;D;1;195.850.014.687;1936;rand;s6m22;CDD;CD;C;D
94;s6m22usuario4;D;s6m22usuario10;D;1;148.290.014.267;1456;rand;s6m22;DDD;DD;D;D
95;s6m22usuario4;C;s6m22usuario10;D;0;172.189.998.627;1697;rand;s6m22;DDC;DD;D;D
96;s6m22usuario4;C;s6m22usuario7;D;0;182.259.988.785;1794;rand;s6m22;CDC;CD;C;D
97;s6m22usuario4;D;s6m22usuario6;D;1;173.970.007.896;1713;rand;s6m22;CDD;CD;C;D
98;s6m22usuario4;D;s6m22usuario15;D;1;142.829.990.387;1404;rand;s6m22;DDD;DD;D;D
99;s6m22usuario4;C;s6m22usuario6;D;0;173.880.004.883;1713;rand;s6m22;DDC;DD;D;D
100;s6m22usuario4;C;s6m22usuario13;D;0;195.759.987.831;1933;rand;s6m22;CDC;CD;C;D
1;s6m22usuario5;C;s6m22usuario12;D;0;453.010.010.719;4500;rand;s6m22;--;--;;
2;s6m22usuario5;D;s6m22usuario7;C;4;810.240.006.447;8072;rand;s6m22;CDD;CD;C;D
3;s6m22usuario5;D;s6m22usuario2;D;1;50.243.999.958;4971;rand;s6m22;DCD;DC;D;C
4;s6m22usuario5;D;s6m22usuario9;C;4;502.729.988.098;4999;rand;s6m22;DDD;DD;D;D
5;s6m22usuario5;D;s6m22usuario16;D;1;190.320.014.954;1877;rand;s6m22;DCD;DC;D;C
6;s6m22usuario5;C;s6m22usuario14;D;0;15.843.000.412;1560;rand;s6m22;DDC;DD;D;D
7;s6m22usuario5;D;s6m22usuario3;D;1;112.970.018.387;1103;rand;s6m22;CDD;CD;C;D
8;s6m22usuario5;D;s6m22usuario16;D;1;905.299.901.962;878;rand;s6m22;DDD;DD;D;D
9;s6m22usuario5;D;s6m22usuario15;D;1;474.100.112.915;456;rand;s6m22;DDD;DD;D;D
10;s6m22usuario5;C;s6m22usuario7;D;0;255.722.999.573;25542;rand;s6m22;DDC;DD;D;D
11;s6m22usuario5;D;s6m22usuario11;C;4;210.629.987.717;2079;rand;s6m22;CDD;CD;C;D
12;s6m22usuario5;D;s6m22usuario3;D;1;237.689.995.766;2349;rand;s6m22;DCD;DC;D;C
13;s6m22usuario5;C;s6m22usuario1;D;0;195.970.010.757;1933;rand;s6m22;DDC;DD;D;D
14;s6m22usuario5;D;s6m22usuario7;C;4;144.860.005.379;1423;rand;s6m22;CDD;CD;C;D
15;s6m22usuario5;D;s6m22usuario2;D;1;130.769.991.875;1291;rand;s6m22;DCD;DC;D;C
16;s6m22usuario5;D;s6m22usuario12;D;1;619.199.991.226;599;rand;s6m22;DDD;DD;D;D
17;s6m22usuario5;D;s6m22usuario10;D;1;996.799.945.831;970;rand;s6m22;DDD;DD;D;D
18;s6m22usuario5;C;s6m22usuario3;D;0;104.544.000.626;10423;rand;s6m22;DDC;DD;D;D
19;s6m22usuario5;D;s6m22usuario7;D;1;17.390.999.794;1704;rand;s6m22;CDD;CD;C;D
20;s6m22usuario5;D;s6m22usuario15;D;1;128.700.017.929;1264;rand;s6m22;DDD;DD;D;D
21;s6m22usuario5;C;s6m22usuario3;D;0;13.968.000.412;1371;rand;s6m22;DDC;DD;D;D
22;s6m22usuario5;D;s6m22usuario4;C;4;181.599.998.474;1789;rand;s6m22;CDD;CD;C;D
23;s6m22usuario5;D;s6m22usuario1;D;1;5.840.997.695.919.990;555;rand;s6m22;DCD;DC;D;C
24;s6m22usuario5;D;s6m22usuario9;C;4;68.430.018.425;658;rand;s6m22;DDD;DD;D;D
25;s6m22usuario5;D;s6m22usuario15;D;1;10.476.000.309;1023;rand;s6m22;DCD;DC;D;C
26;s6m22usuario5;D;s6m22usuario11;C;4;6.523.001.194;624;rand;s6m22;DDD;DD;D;D
27;s6m22usuario5;D;s6m22usuario2;D;1;151.370.000.839;1489;rand;s6m22;DCD;DC;D;C
28;s6m22usuario5;D;s6m22usuario16;D;1;628.099.918.365;606;rand;s6m22;DDD;DD;D;D
29;s6m22usuario5;D;s6m22usuario14;D;1;6.304.998.397.830.000;604;rand;s6m22;DDD;DD;D;D
30;s6m22usuario5;D;s6m22usuario16;D;1;55.329.990.387;535;rand;s6m22;DDD;DD;D;D
31;s6m22usuario5;C;s6m22usuario15;D;0;114.409.995.079;1113;rand;s6m22;DDC;DD;D;D
32;s6m22usuario5;D;s6m22usuario12;D;1;8.213.999.271.389.990;797;rand;s6m22;CDD;CD;C;D
33;s6m22usuario5;D;s6m22usuario3;D;1;6.003.999.710.080.000;581;rand;s6m22;DDD;DD;D;D
34;s6m22usuario5;D;s6m22usuario4;D;1;576.699.972.153;559;rand;s6m22;DDD;DD;D;D
35;s6m22usuario5;D;s6m22usuario16;D;1;569.100.141.525;541;rand;s6m22;DDD;DD;D;D
36;s6m22usuario5;D;s6m22usuario14;D;1;142.309.999.466;1394;rand;s6m22;DDD;DD;D;D
37;s6m22usuario5;D;s6m22usuario16;D;1;7.879.002.094.269.990;770;rand;s6m22;DDD;DD;D;D
38;s6m22usuario5;D;s6m22usuario16;D;1;664.299.964.905;636;rand;s6m22;DDD;DD;D;D
39;s6m22usuario5;D;s6m22usuario4;C;4;576.399.803.162;548;rand;s6m22;DDD;DD;D;D
40;s6m22usuario5;D;s6m22usuario14;D;1;745.899.915.695;719;rand;s6m22;DCD;DC;D;C
41;s6m22usuario5;D;s6m22usuario16;D;1;492.400.169.373;467;rand;s6m22;DDD;DD;D;D
42;s6m22usuario5;D;s6m22usuario9;D;1;677.599.906.921;653;rand;s6m22;DDD;DD;D;D
43;s6m22usuario5;D;s6m22usuario13;D;1;466.599.941.254;440;rand;s6m22;DDD;DD;D;D
44;s6m22usuario5;D;s6m22usuario3;D;1;7.743.999.958.039.990;749;rand;s6m22;DDD;DD;D;D
45;s6m22usuario5;D;s6m22usuario10;C;4;503.000.020.981;475;rand;s6m22;DDD;DD;D;D
46;s6m22usuario5;D;s6m22usuario8;C;4;485.800.027.847;459;rand;s6m22;DCD;DC;D;C
47;s6m22usuario5;D;s6m22usuario14;D;1;760.600.090.027;733;rand;s6m22;DCD;DC;D;C
48;s6m22usuario5;D;s6m22usuario11;C;4;5.962.998.867.030.000;577;rand;s6m22;DDD;DD;D;D
49;s6m22usuario5;D;s6m22usuario15;D;1;530.900.001.526;513;rand;s6m22;DCD;DC;D;C
50;s6m22usuario5;D;s6m22usuario4;D;1;484.999.895.096;461;rand;s6m22;DDD;DD;D;D
51;s6m22usuario5;D;s6m22usuario2;D;1;49.669.981.002.800.000;472;rand;s6m22;DDD;DD;D;D
52;s6m22usuario5;D;s6m22usuario11;D;1;513.999.938.965;485;rand;s6m22;DDD;DD;D;D
53;s6m22usuario5;D;s6m22usuario12;D;1;69.939.994.812;681;rand;s6m22;DDD;DD;D;D
54;s6m22usuario5;D;s6m22usuario9;C;4;701.200.008.392;673;rand;s6m22;DDD;DD;D;D
55;s6m22usuario5;D;s6m22usuario8;C;4;115.669.989.586;1129;rand;s6m22;DCD;DC;D;C
56;s6m22usuario5;D;s6m22usuario3;D;1;5.746.998.786.930.000;555;rand;s6m22;DCD;DC;D;C
57;s6m22usuario5;D;s6m22usuario1;D;1;491.499.900.818;472;rand;s6m22;DDD;DD;D;D
58;s6m22usuario5;D;s6m22usuario8;C;4;80.110.001.564;775;rand;s6m22;DDD;DD;D;D
59;s6m22usuario5;D;s6m22usuario9;D;1;56.200.003.624;538;rand;s6m22;DCD;DC;D;C
60;s6m22usuario5;D;s6m22usuario11;D;1;101.429.986.954;987;rand;s6m22;DDD;DD;D;D
61;s6m22usuario5;D;s6m22usuario14;C;4;493.499.994.278;467;rand;s6m22;DDD;DD;D;D
62;s6m22usuario5;D;s6m22usuario13;D;1;473.599.910.736;444;rand;s6m22;DCD;DC;D;C
63;s6m22usuario5;D;s6m22usuario13;D;1;528.299.808.502;502;rand;s6m22;DDD;DD;D;D
64;s6m22usuario5;D;s6m22usuario1;D;1;443.399.906.158;418;rand;s6m22;DDD;DD;D;D
65;s6m22usuario5;D;s6m22usuario9;C;4;476.300.001.144;451;rand;s6m22;DDD;DD;D;D
66;s6m22usuario5;D;s6m22usuario16;D;1;8.621.001.243.589.990;845;rand;s6m22;DCD;DC;D;C
67;s6m22usuario5;D;s6m22usuario3;D;1;874.799.966.812;850;rand;s6m22;DDD;DD;D;D
68;s6m22usuario5;D;s6m22usuario1;C;4;8.214.998.245.239.990;791;rand;s6m22;DDD;DD;D;D
69;s6m22usuario5;D;s6m22usuario2;D;1;473.600.149.155;447;rand;s6m22;DCD;DC;D;C
70;s6m22usuario5;D;s6m22usuario4;D;1;893.699.884.415;864;rand;s6m22;DDD;DD;D;D
71;s6m22usuario5;D;s6m22usuario13;D;1;603.100.061.417;576;rand;s6m22;DDD;DD;D;D
72;s6m22usuario5;D;s6m22usuario12;D;1;545.300.006.866;520;rand;s6m22;DDD;DD;D;D
73;s6m22usuario5;D;s6m22usuario4;D;1;50.250.005.722;485;rand;s6m22;DDD;DD;D;D
74;s6m22usuario5;D;s6m22usuario13;D;1;569.600.105.286;542;rand;s6m22;DDD;DD;D;D
75;s6m22usuario5;D;s6m22usuario16;D;1;6.328.001.022.340.000;604;rand;s6m22;DDD;DD;D;D
76;s6m22usuario5;D;s6m22usuario3;D;1;639.199.972.153;611;rand;s6m22;DDD;DD;D;D
77;s6m22usuario5;D;s6m22usuario8;C;4;681.600.093.842;659;rand;s6m22;DDD;DD;D;D
78;s6m22usuario5;D;s6m22usuario13;D;1;475.700.139.999;450;rand;s6m22;DCD;DC;D;C
79;s6m22usuario5;D;s6m22usuario2;D;1;8.208.999.633.789.990;794;rand;s6m22;DDD;DD;D;D
80;s6m22usuario5;D;s6m22usuario4;C;4;45.340.013.504;429;rand;s6m22;DDD;DD;D;D
81;s6m22usuario5;D;s6m22usuario16;D;1;605.400.085.449;578;rand;s6m22;DCD;DC;D;C
82;s6m22usuario5;D;s6m22usuario1;C;4;621.900.081.635;595;rand;s6m22;DDD;DD;D;D
83;s6m22usuario5;D;s6m22usuario8;C;4;697.499.990.463;668;rand;s6m22;DCD;DC;D;C
84;s6m22usuario5;D;s6m22usuario1;D;1;600.500.106.812;583;rand;s6m22;DCD;DC;D;C
85;s6m22usuario5;D;s6m22usuario10;D;1;582.599.878.311;554;rand;s6m22;DDD;DD;D;D
86;s6m22usuario5;D;s6m22usuario14;D;1;507.600.069.046;482;rand;s6m22;DDD;DD;D;D
87;s6m22usuario5;D;s6m22usuario1;C;4;672.899.961.472;655;rand;s6m22;DDD;DD;D;D
88;s6m22usuario5;D;s6m22usuario16;D;1;6.542.000.770.569.990;626;rand;s6m22;DCD;DC;D;C
89;s6m22usuario5;D;s6m22usuario10;D;1;649.299.860.001;631;rand;s6m22;DDD;DD;D;D
90;s6m22usuario5;D;s6m22usuario12;D;1;5.222.001.075.740.000;493;rand;s6m22;DDD;DD;D;D
91;s6m22usuario5;D;s6m22usuario9;C;4;450.000.047.684;431;rand;s6m22;DDD;DD;D;D
92;s6m22usuario5;D;s6m22usuario7;D;1;463.999.986.649;437;rand;s6m22;DCD;DC;D;C
93;s6m22usuario5;D;s6m22usuario1;D;1;570.800.065.994;542;rand;s6m22;DDD;DD;D;D
94;s6m22usuario5;D;s6m22usuario8;C;4;605.200.052.261;580;rand;s6m22;DDD;DD;D;D
95;s6m22usuario5;D;s6m22usuario1;D;1;582.499.980.927;557;rand;s6m22;DCD;DC;D;C
96;s6m22usuario5;D;s6m22usuario1;D;1;588.400.125.504;565;rand;s6m22;DDD;DD;D;D
97;s6m22usuario5;D;s6m22usuario3;D;1;584.400.177.002;559;rand;s6m22;DDD;DD;D;D
98;s6m22usuario5;D;s6m22usuario1;C;4;702.199.935.913;683;rand;s6m22;DDD;DD;D;D
99;s6m22usuario5;D;s6m22usuario15;D;1;644.000.053.406;616;rand;s6m22;DCD;DC;D;C
100;s6m22usuario5;D;s6m22usuario6;D;1;868.000.030.518;841;rand;s6m22;DDD;DD;D;D
1;s6m22usuario6;C;s6m22usuario7;C;3;356.939.983.368;3534;rand;s6m22;--;--;;
2;s6m22usuario6;C;s6m22usuario15;C;3;19.591.999.054;1933;rand;s6m22;CCC;CC;C;C
3;s6m22usuario6;C;s6m22usuario16;D;0;139.059.996.605;1363;rand;s6m22;CCC;CC;C;C
4;s6m22usuario6;C;s6m22usuario10;D;0;859.299.898.148;831;rand;s6m22;CDC;CD;C;D
5;s6m22usuario6;D;s6m22usuario2;D;1;289.330.005.646;2867;rand;s6m22;CDD;CD;C;D
6;s6m22usuario6;C;s6m22usuario7;D;0;150.720.000.267;1488;rand;s6m22;DDC;DD;D;D
7;s6m22usuario6;D;s6m22usuario14;D;1;199.659.991.264;1970;rand;s6m22;CDD;CD;C;D
8;s6m22usuario6;D;s6m22usuario10;D;1;122.600.007.057;1204;rand;s6m22;DDD;DD;D;D
9;s6m22usuario6;D;s6m22usuario9;C;4;175.759.983.063;1732;rand;s6m22;DDD;DD;D;D
10;s6m22usuario6;C;s6m22usuario13;C;3;141.299.986.839;1387;rand;s6m22;DCC;DC;D;C
11;s6m22usuario6;C;s6m22usuario14;D;0;952.500.104.904;930;rand;s6m22;CCC;CC;C;C
12;s6m22usuario6;D;s6m22usuario9;C;4;137.150.001.526;1345;rand;s6m22;CDD;CD;C;D
13;s6m22usuario6;C;s6m22usuario15;D;0;111.579.990.387;1086;rand;s6m22;DCC;DC;D;C
14;s6m22usuario6;D;s6m22usuario15;C;4;161.140.012.741;1596;rand;s6m22;CDD;CD;C;D
15;s6m22usuario6;D;s6m22usuario14;D;1;989.699.840.546;966;rand;s6m22;DCD;DC;D;C
16;s6m22usuario6;D;s6m22usuario9;C;4;10.976.998.806;1054;rand;s6m22;DDD;DD;D;D
17;s6m22usuario6;C;s6m22usuario9;D;0;10.967.001.914.999.900;1066;rand;s6m22;DCC;DC;D;C
18;s6m22usuario6;D;s6m22usuario8;C;4;227.359.986.305;2249;rand;s6m22;CDD;CD;C;D
19;s6m22usuario6;D;s6m22usuario2;D;1;111.570.000.648;1086;rand;s6m22;DCD;DC;D;C
20;s6m22usuario6;D;s6m22usuario3;D;1;176.909.995.079;1740;rand;s6m22;DDD;DD;D;D
21;s6m22usuario6;C;s6m22usuario11;C;3;175.970.005.989;1732;rand;s6m22;DDC;DD;D;D
22;s6m22usuario6;C;s6m22usuario9;D;0;151.129.984.856;1484;rand;s6m22;CCC;CC;C;C
23;s6m22usuario6;C;s6m22usuario16;D;0;210.909.986.496;2082;rand;s6m22;CDC;CD;C;D
24;s6m22usuario6;D;s6m22usuario4;D;1;137.420.010.567;1346;rand;s6m22;CDD;CD;C;D
25;s6m22usuario6;D;s6m22usuario9;D;1;119.720.005.989;1172;rand;s6m22;DDD;DD;D;D
26;s6m22usuario6;D;s6m22usuario3;D;1;971.299.886.703;951;rand;s6m22;DDD;DD;D;D
27;s6m22usuario6;D;s6m22usuario14;C;4;112.059.998.512;1092;rand;s6m22;DDD;DD;D;D
28;s6m22usuario6;D;s6m22usuario15;D;1;158.330.011.368;1556;rand;s6m22;DCD;DC;D;C
29;s6m22usuario6;D;s6m22usuario13;D;1;87.230.014.801;846;rand;s6m22;DDD;DD;D;D
30;s6m22usuario6;D;s6m22usuario13;D;1;665.400.028.229;637;rand;s6m22;DDD;DD;D;D
31;s6m22usuario6;D;s6m22usuario8;C;4;731.599.807.739;707;rand;s6m22;DDD;DD;D;D
32;s6m22usuario6;C;s6m22usuario15;D;0;324.000.000.954;3212;rand;s6m22;DCC;DC;D;C
33;s6m22usuario6;D;s6m22usuario15;D;1;311.009.979.248;3086;rand;s6m22;CDD;CD;C;D
34;s6m22usuario6;D;s6m22usuario13;D;1;884.500.026.703;859;rand;s6m22;DDD;DD;D;D
35;s6m22usuario6;D;s6m22usuario15;D;1;8.454.000.949.860.000;826;rand;s6m22;DDD;DD;D;D
36;s6m22usuario6;D;s6m22usuario10;D;1;107.850.003.242;1052;rand;s6m22;DDD;DD;D;D
37;s6m22usuario6;D;s6m22usuario9;C;4;613.399.982.452;586;rand;s6m22;DDD;DD;D;D
38;s6m22usuario6;D;s6m22usuario14;D;1;215.750.002.861;2140;rand;s6m22;DCD;DC;D;C
39;s6m22usuario6;D;s6m22usuario8;C;4;130.330.014.229;1275;rand;s6m22;DDD;DD;D;D
40;s6m22usuario6;C;s6m22usuario16;D;0;130.330.014.229;1276;rand;s6m22;DCC;DC;D;C
41;s6m22usuario6;D;s6m22usuario1;C;4;211.070.013.046;2087;rand;s6m22;CDD;CD;C;D
42;s6m22usuario6;D;s6m22usuario14;D;1;981.100.082.397;955;rand;s6m22;DCD;DC;D;C
43;s6m22usuario6;D;s6m22usuario4;C;4;103.979.992.867;1011;rand;s6m22;DDD;DD;D;D
44;s6m22usuario6;C;s6m22usuario15;D;0;167.449.998.856;1650;rand;s6m22;DCC;DC;D;C
45;s6m22usuario6;C;s6m22usuario1;D;0;147.889.995.575;1454;rand;s6m22;CDC;CD;C;D
46;s6m22usuario6;D;s6m22usuario10;D;1;10.857.000.351;1060;rand;s6m22;CDD;CD;C;D
47;s6m22usuario6;D;s6m22usuario4;C;4;688.100.099.564;671;rand;s6m22;DDD;DD;D;D
48;s6m22usuario6;C;s6m22usuario7;D;0;249.089.980.125;2466;rand;s6m22;DCC;DC;D;C
49;s6m22usuario6;D;s6m22usuario9;D;1;219.059.991.837;2163;rand;s6m22;CDD;CD;C;D
50;s6m22usuario6;D;s6m22usuario10;D;1;114.890.003.204;1125;rand;s6m22;DDD;DD;D;D
51;s6m22usuario6;D;s6m22usuario7;D;1;106.830.000.877;999;rand;s6m22;DDD;DD;D;D
52;s6m22usuario6;D;s6m22usuario2;D;1;644.900.083.542;620;rand;s6m22;DDD;DD;D;D
53;s6m22usuario6;D;s6m22usuario2;D;1;8.529.999.256.130.000;827;rand;s6m22;DDD;DD;D;D
54;s6m22usuario6;D;s6m22usuario12;D;1;619.100.093.842;588;rand;s6m22;DDD;DD;D;D
55;s6m22usuario6;D;s6m22usuario12;D;1;10.420.999.527;1024;rand;s6m22;DDD;DD;D;D
56;s6m22usuario6;D;s6m22usuario8;C;4;724.600.076.675;701;rand;s6m22;DDD;DD;D;D
57;s6m22usuario6;C;s6m22usuario15;C;3;862.699.985.504;842;rand;s6m22;DCC;DC;D;C
58;s6m22usuario6;C;s6m22usuario11;D;0;54.909.992.218;531;rand;s6m22;CCC;CC;C;C
59;s6m22usuario6;C;s6m22usuario7;D;0;62.450.003.624;600;rand;s6m22;CDC;CD;C;D
60;s6m22usuario6;C;s6m22usuario4;C;3;527.799.844.742;500;rand;s6m22;CDC;CD;C;D
61;s6m22usuario6;C;s6m22usuario3;D;0;665.400.028.229;634;rand;s6m22;CCC;CC;C;C
62;s6m22usuario6;C;s6m22usuario3;D;0;801.599.979.401;784;rand;s6m22;CDC;CD;C;D
63;s6m22usuario6;C;s6m22usuario10;C;3;933.000.087.738;907;rand;s6m22;CDC;CD;C;D
64;s6m22usuario6;C;s6m22usuario13;D;0;68.029.999.733;654;rand;s6m22;CCC;CC;C;C
65;s6m22usuario6;C;s6m22usuario14;D;0;88.620.018.959;868;rand;s6m22;CDC;CD;C;D
66;s6m22usuario6;C;s6m22usuario8;C;3;588.099.956.512;563;rand;s6m22;CDC;CD;C;D
67;s6m22usuario6;C;s6m22usuario14;D;0;576.600.074.768;552;rand;s6m22;CCC;CC;C;C
