round;player;action_player;opponent;action_opponent;payoff;time_php;time_js;treatment;session;context;prev;prev_player;prev_opp
71;s12n11usuario16;D;s12n11usuario9;D;1;530.600.070.953;505;rand;s12n11;DDD;DD;D;D
72;s12n11usuario16;D;s12n11usuario3;C;4;496.400.117.874;471;rand;s12n11;DDD;DD;D;D
73;s12n11usuario16;D;s12n11usuario15;C;4;436.100.006.104;404;rand;s12n11;DCD;DC;D;C
74;s12n11usuario16;D;s12n11usuario7;C;4;48.189.997.673;456;rand;s12n11;DCD;DC;D;C
75;s12n11usuario16;D;s12n11usuario15;C;4;445.200.204.849;422;rand;s12n11;DCD;DC;D;C
76;s12n11usuario16;D;s12n11usuario1;C;4;468.400.001.526;442;rand;s12n11;DCD;DC;D;C
77;s12n11usuario16;D;s12n11usuario12;C;4;596.100.091.934;570;rand;s12n11;DCD;DC;D;C
78;s12n11usuario16;D;s12n11usuario8;D;1;127.849.984.169;1250;rand;s12n11;DCD;DC;D;C
79;s12n11usuario16;D;s12n11usuario10;D;1;663.300.037.384;639;rand;s12n11;DDD;DD;D;D
80;s12n11usuario16;D;s12n11usuario9;C;4;686.699.867.249;659;rand;s12n11;DDD;DD;D;D
81;s12n11usuario16;D;s12n11usuario8;D;1;418.100.118.637;357;rand;s12n11;DCD;DC;D;C
82;s12n11usuario16;D;s12n11usuario9;D;1;351.000.070.572;321;rand;s12n11;DDD;DD;D;D
83;s12n11usuario16;D;s12n11usuario13;D;1;45.359.992.981;427;rand;s12n11;DDD;DD;D;D
84;s12n11usuario16;D;s12n11usuario9;D;1;709.599.971.771;684;rand;s12n11;DDD;DD;D;D
85;s12n11usuario16;D;s12n11usuario5;D;1;415.499.925.613;387;rand;s12n11;DDD;DD;D;D
86;s12n11usuario16;D;s12n11usuario12;C;4;572.200.059.891;543;rand;s12n11;DDD;DD;D;D
87;s12n11usuario16;D;s12n11usuario5;D;1;425.400.018.692;399;rand;s12n11;DCD;DC;D;C
88;s12n11usuario16;D;s12n11usuario10;D;1;373.600.006.104;351;rand;s12n11;DDD;DD;D;D
89;s12n11usuario16;D;s12n11usuario3;C;4;72.219.991.684;666;rand;s12n11;DDD;DD;D;D
90;s12n11usuario16;D;s12n11usuario6;D;1;186.400.008.202;1831;rand;s12n11;DCD;DC;D;C
91;s12n11usuario16;D;s12n11usuario6;D;1;642.100.095.749;614;rand;s12n11;DDD;DD;D;D
92;s12n11usuario16;D;s12n11usuario1;D;1;5.546.998.977.659.990;527;rand;s12n11;DDD;DD;D;D
93;s12n11usuario16;D;s12n11usuario2;D;1;118.280.005.455;1156;rand;s12n11;DDD;DD;D;D
94;s12n11usuario16;D;s12n11usuario7;D;1;546.700.000.763;522;rand;s12n11;DDD;DD;D;D
95;s12n11usuario16;D;s12n11usuario10;D;1;583.500.146.866;555;rand;s12n11;DDD;DD;D;D
96;s12n11usuario16;D;s12n11usuario3;C;4;5.220.000.743.869.990;495;rand;s12n11;DDD;DD;D;D
97;s12n11usuario16;D;s12n11usuario1;D;1;498.799.800.873;471;rand;s12n11;DCD;DC;D;C
98;s12n11usuario16;D;s12n11usuario5;D;1;580.700.159.073;554;rand;s12n11;DDD;DD;D;D
99;s12n11usuario16;D;s12n11usuario14;D;1;546.200.037.003;520;rand;s12n11;DDD;DD;D;D
100;s12n11usuario16;D;s12n11usuario13;C;4;584.100.008.011;558;rand;s12n11;DDD;DD;D;D
1;s12n11usuario17;C;s12n11usuario16;D;0;670.970.010.757;6621;rand;s12n11;--;--;;
2;s12n11usuario17;C;s12n11usuario7;C;3;100.113.999.844;9981;rand;s12n11;CDC;CD;C;D
3;s12n11usuario17;C;s12n11usuario14;D;0;385.399.985.313;3826;rand;s12n11;CCC;CC;C;C
4;s12n11usuario17;C;s12n11usuario18;D;0;758.949.995.041;7537;rand;s12n11;CDC;CD;C;D
5;s12n11usuario17;C;s12n11usuario3;D;0;552.179.980.278;5495;rand;s12n11;CDC;CD;C;D
6;s12n11usuario17;C;s12n11usuario18;D;0;994.480.013.847;9886;rand;s12n11;CDC;CD;C;D
7;s12n11usuario17;C;s12n11usuario7;C;3;787.240.004.539;7841;rand;s12n11;CDC;CD;C;D
8;s12n11usuario17;C;s12n11usuario14;C;3;221.149.992.943;2185;rand;s12n11;CCC;CC;C;C
9;s12n11usuario17;C;s12n11usuario4;D;0;114.289.999.008;1114;rand;s12n11;CCC;CC;C;C
10;s12n11usuario17;C;s12n11usuario18;D;0;203.259.992.599;2014;rand;s12n11;CDC;CD;C;D
11;s12n11usuario17;C;s12n11usuario11;D;0;578.330.016.136;5756;rand;s12n11;CDC;CD;C;D
12;s12n11usuario17;D;s12n11usuario4;D;1;51.126.999.855;5083;rand;s12n11;CDD;CD;C;D
13;s12n11usuario17;D;s12n11usuario2;D;1;329.149.985.313;3272;rand;s12n11;DDD;DD;D;D
14;s12n11usuario17;D;s12n11usuario15;D;1;270.490.002.632;2684;rand;s12n11;DDD;DD;D;D
15;s12n11usuario17;D;s12n11usuario11;D;1;234.429.979.324;2318;rand;s12n11;DDD;DD;D;D
16;s12n11usuario17;C;s12n11usuario8;D;0;395.729.994.774;3934;rand;s12n11;DDC;DD;D;D
17;s12n11usuario17;C;s12n11usuario3;C;3;17.326.002.121;1705;rand;s12n11;CDC;CD;C;D
18;s12n11usuario17;C;s12n11usuario5;D;0;196.179.986;1938;rand;s12n11;CCC;CC;C;C
19;s12n11usuario17;C;s12n11usuario5;D;0;220.120.000.839;2154;rand;s12n11;CDC;CD;C;D
20;s12n11usuario17;D;s12n11usuario4;C;4;204.610.013.962;2019;rand;s12n11;CDD;CD;C;D
21;s12n11usuario17;D;s12n11usuario16;D;1;315.280.008.316;3129;rand;s12n11;DCD;DC;D;C
22;s12n11usuario17;C;s12n11usuario15;C;3;304.290.008.545;3017;rand;s12n11;DDC;DD;D;D
23;s12n11usuario17;C;s12n11usuario2;D;0;158.550.000.191;1563;rand;s12n11;CCC;CC;C;C
24;s12n11usuario17;C;s12n11usuario8;D;0;152.970.004.082;1512;rand;s12n11;CDC;CD;C;D
25;s12n11usuario17;C;s12n11usuario8;D;0;274.979.996.681;2723;rand;s12n11;CDC;CD;C;D
26;s12n11usuario17;C;s12n11usuario10;D;0;274.300.003.052;2715;rand;s12n11;CDC;CD;C;D
27;s12n11usuario17;C;s12n11usuario10;C;3;21.357.998.848;2086;rand;s12n11;CDC;CD;C;D
28;s12n11usuario17;C;s12n11usuario1;C;3;134.509.992.599;1327;rand;s12n11;CCC;CC;C;C
29;s12n11usuario17;C;s12n11usuario15;C;3;125.379.991.531;1223;rand;s12n11;CCC;CC;C;C
30;s12n11usuario17;C;s12n11usuario16;D;0;7.718.000.411.989.990;745;rand;s12n11;CCC;CC;C;C
31;s12n11usuario17;C;s12n11usuario3;C;3;7.206.001.281.739.990;697;rand;s12n11;CDC;CD;C;D
32;s12n11usuario17;C;s12n11usuario7;D;0;196.459.984.779;1935;rand;s12n11;CCC;CC;C;C
33;s12n11usuario17;C;s12n11usuario6;D;0;343.020.009.995;3410;rand;s12n11;CDC;CD;C;D
34;s12n11usuario17;C;s12n11usuario12;C;3;184.590.005.875;1820;rand;s12n11;CDC;CD;C;D
35;s12n11usuario17;C;s12n11usuario2;D;0;186.030.006.409;1831;rand;s12n11;CCC;CC;C;C
36;s12n11usuario17;C;s12n11usuario18;D;0;1.882.999.897;1855;rand;s12n11;CDC;CD;C;D
37;s12n11usuario17;C;s12n11usuario5;C;3;14.975.001.812;1472;rand;s12n11;CDC;CD;C;D
38;s12n11usuario17;C;s12n11usuario16;D;0;151.589.989.662;1491;rand;s12n11;CCC;CC;C;C
39;s12n11usuario17;C;s12n11usuario14;D;0;190.009.999.275;1870;rand;s12n11;CDC;CD;C;D
40;s12n11usuario17;D;s12n11usuario5;D;1;297.110.009.193;2945;rand;s12n11;CDD;CD;C;D
41;s12n11usuario17;D;s12n11usuario10;D;1;165.190.005.302;1623;rand;s12n11;DDD;DD;D;D
42;s12n11usuario17;D;s12n11usuario3;C;4;133.809.995.651;1312;rand;s12n11;DDD;DD;D;D
43;s12n11usuario17;D;s12n11usuario6;D;1;142.499.995.232;1393;rand;s12n11;DCD;DC;D;C
44;s12n11usuario17;D;s12n11usuario18;D;1;123.039.984.703;1200;rand;s12n11;DDD;DD;D;D
45;s12n11usuario17;D;s12n11usuario7;D;1;10.216.999.054;994;rand;s12n11;DDD;DD;D;D
46;s12n11usuario17;D;s12n11usuario4;C;4;106.570.005.417;1046;rand;s12n11;DDD;DD;D;D
47;s12n11usuario17;D;s12n11usuario4;C;4;154.229.998.589;1518;rand;s12n11;DCD;DC;D;C
48;s12n11usuario17;D;s12n11usuario16;D;1;107.109.999.657;1053;rand;s12n11;DCD;DC;D;C
49;s12n11usuario17;D;s12n11usuario7;D;1;946.599.960.327;927;rand;s12n11;DDD;DD;D;D
50;s12n11usuario17;D;s12n11usuario3;C;4;127.609.992.027;1251;rand;s12n11;DDD;DD;D;D
51;s12n11usuario17;D;s12n11usuario10;D;1;272.699.999.809;2705;rand;s12n11;DCD;DC;D;C
52;s12n11usuario17;D;s12n11usuario16;D;1;94.269.990.921;920;rand;s12n11;DDD;DD;D;D
53;s12n11usuario17;D;s12n11usuario8;D;1;898.000.001.907;880;rand;s12n11;DDD;DD;D;D
54;s12n11usuario17;D;s12n11usuario18;D;1;887.099.981.308;863;rand;s12n11;DDD;DD;D;D
55;s12n11usuario17;C;s12n11usuario2;D;0;112.610.006.332;1107;rand;s12n11;DDC;DD;D;D
56;s12n11usuario17;C;s12n11usuario5;D;0;701.999.902.725;674;rand;s12n11;CDC;CD;C;D
57;s12n11usuario17;C;s12n11usuario2;D;0;104.879.999.161;1025;rand;s12n11;CDC;CD;C;D
58;s12n11usuario17;C;s12n11usuario14;D;0;5.659.999.847.409.990;542;rand;s12n11;CDC;CD;C;D
59;s12n11usuario17;C;s12n11usuario12;D;0;602.400.064.468;578;rand;s12n11;CDC;CD;C;D
60;s12n11usuario17;C;s12n11usuario10;C;3;114.450.001.717;1120;rand;s12n11;CDC;CD;C;D
61;s12n11usuario17;C;s12n11usuario9;D;0;955.500.125.885;930;rand;s12n11;CCC;CC;C;C
62;s12n11usuario17;C;s12n11usuario18;D;0;588.199.853.897;558;rand;s12n11;CDC;CD;C;D
63;s12n11usuario17;C;s12n11usuario15;D;0;845.200.061.798;822;rand;s12n11;CDC;CD;C;D
64;s12n11usuario17;C;s12n11usuario1;C;3;637.600.183.487;607;rand;s12n11;CDC;CD;C;D
65;s12n11usuario17;C;s12n11usuario2;D;0;565.200.090.408;542;rand;s12n11;CCC;CC;C;C
66;s12n11usuario17;C;s12n11usuario13;D;0;54.120.016.098;518;rand;s12n11;CDC;CD;C;D
67;s12n11usuario17;C;s12n11usuario12;C;3;564.100.027.084;511;rand;s12n11;CDC;CD;C;D
68;s12n11usuario17;C;s12n11usuario4;D;0;486.299.991.608;463;rand;s12n11;CCC;CC;C;C
69;s12n11usuario17;C;s12n11usuario7;C;3;499.700.069.427;472;rand;s12n11;CDC;CD;C;D
70;s12n11usuario17;C;s12n11usuario10;D;0;6.917.998.790.739.990;664;rand;s12n11;CCC;CC;C;C
71;s12n11usuario17;C;s12n11usuario7;C;3;754.499.912.262;729;rand;s12n11;CDC;CD;C;D
72;s12n11usuario17;C;s12n11usuario2;D;0;905.400.037.766;879;rand;s12n11;CCC;CC;C;C
73;s12n11usuario17;C;s12n11usuario18;D;0;28.585.999.012;2841;rand;s12n11;CDC;CD;C;D
74;s12n11usuario17;C;s12n11usuario11;D;0;128.910.017.014;1267;rand;s12n11;CDC;CD;C;D
75;s12n11usuario17;C;s12n11usuario2;D;0;331.520.009.041;3289;rand;s12n11;CDC;CD;C;D
76;s12n11usuario17;C;s12n11usuario5;D;0;169.319.987.297;1666;rand;s12n11;CDC;CD;C;D
77;s12n11usuario17;C;s12n11usuario14;D;0;133.590.006.828;1311;rand;s12n11;CDC;CD;C;D
78;s12n11usuario17;C;s12n11usuario6;D;0;865.000.009.537;840;rand;s12n11;CDC;CD;C;D
79;s12n11usuario17;C;s12n11usuario3;C;3;8.341.000.080.110.000;809;rand;s12n11;CDC;CD;C;D
80;s12n11usuario17;C;s12n11usuario11;D;0;7.669.999.599.460.000;742;rand;s12n11;CCC;CC;C;C
81;s12n11usuario17;C;s12n11usuario7;D;0;766.700.029.373;740;rand;s12n11;CDC;CD;C;D
82;s12n11usuario17;C;s12n11usuario14;D;0;8.825.001.716.610.000;859;rand;s12n11;CDC;CD;C;D
83;s12n11usuario17;C;s12n11usuario5;D;0;101.610.016.823;990;rand;s12n11;CDC;CD;C;D
84;s12n11usuario17;C;s12n11usuario7;D;0;8.906.998.634.339.990;864;rand;s12n11;CDC;CD;C;D
85;s12n11usuario17;C;s12n11usuario11;D;0;905.900.001.526;883;rand;s12n11;CDC;CD;C;D
86;s12n11usuario17;C;s12n11usuario5;D;0;940.099.954.605;914;rand;s12n11;CDC;CD;C;D
87;s12n11usuario17;C;s12n11usuario15;D;0;866.300.106.049;841;rand;s12n11;CDC;CD;C;D
88;s12n11usuario17;C;s12n11usuario6;D;0;608.500.003.815;574;rand;s12n11;CDC;CD;C;D
89;s12n11usuario17;C;s12n11usuario15;D;0;9.023.001.194;887;rand;s12n11;CDC;CD;C;D
90;s12n11usuario17;C;s12n11usuario2;D;0;11.523.001.194;1124;rand;s12n11;CDC;CD;C;D
91;s12n11usuario17;C;s12n11usuario2;C;3;855.099.916.458;836;rand;s12n11;CDC;CD;C;D
92;s12n11usuario17;C;s12n11usuario13;D;0;7.963.001.728.060.000;771;rand;s12n11;CCC;CC;C;C
93;s12n11usuario17;C;s12n11usuario9;D;0;756.999.969.482;730;rand;s12n11;CDC;CD;C;D
94;s12n11usuario17;C;s12n11usuario2;D;0;791.300.058.365;762;rand;s12n11;CDC;CD;C;D
95;s12n11usuario17;C;s12n11usuario7;D;0;789.100.170.135;763;rand;s12n11;CDC;CD;C;D
96;s12n11usuario17;C;s12n11usuario10;D;0;8.368.999.958.039.990;809;rand;s12n11;CDC;CD;C;D
97;s12n11usuario17;C;s12n11usuario9;D;0;177.570.009.232;1751;rand;s12n11;CDC;CD;C;D
98;s12n11usuario17;C;s12n11usuario3;D;0;8.361.999.988.560.000;791;rand;s12n11;CDC;CD;C;D
99;s12n11usuario17;C;s12n11usuario12;C;3;984.200.000.763;959;rand;s12n11;CDC;CD;C;D
100;s12n11usuario17;C;s12n11usuario8;D;0;8.903.000.354.769.990;863;rand;s12n11;CCC;CC;C;C
1;s12n11usuario18;D;s12n11usuario12;C;4;140.817.000.866;13964;rand;s12n11;--;--;;
2;s12n11usuario18;D;s12n11usuario16;D;1;940.030.002.594;9348;rand;s12n11;DCD;DC;D;C
3;s12n11usuario18;D;s12n11usuario7;C;4;439.980.006.218;4372;rand;s12n11;DDD;DD;D;D
4;s12n11usuario18;D;s12n11usuario17;C;4;568.620.014.191;5660;rand;s12n11;DCD;DC;D;C
5;s12n11usuario18;D;s12n11usuario13;C;4;367.890.000.343;3637;rand;s12n11;DCD;DC;D;C
6;s12n11usuario18;D;s12n11usuario17;C;4;115.683.999.062;11545;rand;s12n11;DCD;DC;D;C
7;s12n11usuario18;D;s12n11usuario14;C;4;260.730.004.311;2576;rand;s12n11;DCD;DC;D;C
8;s12n11usuario18;D;s12n11usuario16;D;1;438.280.010.223;4356;rand;s12n11;DCD;DC;D;C
9;s12n11usuario18;D;s12n11usuario1;D;1;311.260.008.812;3094;rand;s12n11;DDD;DD;D;D
10;s12n11usuario18;D;s12n11usuario17;C;4;321.000.003.815;3187;rand;s12n11;DDD;DD;D;D
11;s12n11usuario18;D;s12n11usuario2;D;1;386.759.996.414;3840;rand;s12n11;DCD;DC;D;C
12;s12n11usuario18;C;s12n11usuario11;D;0;502.609.992.027;4997;rand;s12n11;DDC;DD;D;D
13;s12n11usuario18;D;s12n11usuario8;D;1;313.670.015.335;3112;rand;s12n11;CDD;CD;C;D
14;s12n11usuario18;D;s12n11usuario1;D;1;450.780.010.223;4483;rand;s12n11;DDD;DD;D;D
15;s12n11usuario18;D;s12n11usuario1;D;1;327.629.995.346;3257;rand;s12n11;DDD;DD;D;D
16;s12n11usuario18;C;s12n11usuario10;C;3;199.779.987.335;1976;rand;s12n11;DDC;DD;D;D
17;s12n11usuario18;C;s12n11usuario4;D;0;361.050.009.727;3561;rand;s12n11;CCC;CC;C;C
18;s12n11usuario18;D;s12n11usuario16;D;1;24.290.997.982;2399;rand;s12n11;CDD;CD;C;D
19;s12n11usuario18;D;s12n11usuario7;D;1;316.320.014;3136;rand;s12n11;DDD;DD;D;D
20;s12n11usuario18;D;s12n11usuario12;C;4;191.680.002.213;1894;rand;s12n11;DDD;DD;D;D
21;s12n11usuario18;D;s12n11usuario9;D;1;374.820.017.815;3723;rand;s12n11;DCD;DC;D;C
22;s12n11usuario18;D;s12n11usuario16;D;1;510.540.008.545;5052;rand;s12n11;DDD;DD;D;D
23;s12n11usuario18;D;s12n11usuario6;D;1;134.880.018.234;1333;rand;s12n11;DDD;DD;D;D
24;s12n11usuario18;D;s12n11usuario7;D;1;220.549.988.747;2179;rand;s12n11;DDD;DD;D;D
25;s12n11usuario18;D;s12n11usuario13;D;1;203.290.009.499;2007;rand;s12n11;DDD;DD;D;D
26;s12n11usuario18;C;s12n11usuario4;D;0;732.360.005.379;7295;rand;s12n11;DDC;DD;D;D
27;s12n11usuario18;D;s12n11usuario16;D;1;316.869.997.978;3147;rand;s12n11;CDD;CD;C;D
28;s12n11usuario18;D;s12n11usuario10;C;4;322.510.004.044;3195;rand;s12n11;DDD;DD;D;D
29;s12n11usuario18;D;s12n11usuario9;D;1;218.639.993.668;2160;rand;s12n11;DCD;DC;D;C
30;s12n11usuario18;D;s12n11usuario14;D;1;358.720.016.479;3562;rand;s12n11;DDD;DD;D;D
31;s12n11usuario18;D;s12n11usuario9;D;1;31.507.999.897;3112;rand;s12n11;DDD;DD;D;D
32;s12n11usuario18;C;s12n11usuario11;D;0;329.150.009.155;3263;rand;s12n11;DDC;DD;D;D
33;s12n11usuario18;D;s12n11usuario2;D;1;305.910.015.106;3035;rand;s12n11;CDD;CD;C;D
34;s12n11usuario18;D;s12n11usuario8;D;1;23.273.999.691;2302;rand;s12n11;DDD;DD;D;D
35;s12n11usuario18;D;s12n11usuario5;D;1;402.220.010.757;3961;rand;s12n11;DDD;DD;D;D
36;s12n11usuario18;D;s12n11usuario17;C;4;217.869.997.025;2146;rand;s12n11;DDD;DD;D;D
37;s12n11usuario18;D;s12n11usuario10;D;1;203.649.997.711;2010;rand;s12n11;DCD;DC;D;C
38;s12n11usuario18;D;s12n11usuario7;C;4;119.460.010.529;1173;rand;s12n11;DDD;DD;D;D
39;s12n11usuario18;D;s12n11usuario1;D;1;159.170.007.706;1570;rand;s12n11;DCD;DC;D;C
40;s12n11usuario18;D;s12n11usuario8;D;1;216.650.009.155;2142;rand;s12n11;DDD;DD;D;D
41;s12n11usuario18;D;s12n11usuario6;D;1;122.370.004.654;1196;rand;s12n11;DDD;DD;D;D
42;s12n11usuario18;D;s12n11usuario15;C;4;991.919.994.354;9864;rand;s12n11;DDD;DD;D;D
43;s12n11usuario18;D;s12n11usuario15;C;4;689.319.992.065;6862;rand;s12n11;DCD;DC;D;C
44;s12n11usuario18;D;s12n11usuario17;D;1;172.289.991.379;1697;rand;s12n11;DCD;DC;D;C
45;s12n11usuario18;D;s12n11usuario15;D;1;12.077.999.115;1159;rand;s12n11;DDD;DD;D;D
46;s12n11usuario18;D;s12n11usuario2;D;1;993.800.163.269;967;rand;s12n11;DDD;DD;D;D
47;s12n11usuario18;D;s12n11usuario13;D;1;99.129.986.763;971;rand;s12n11;DDD;DD;D;D
48;s12n11usuario18;D;s12n11usuario11;D;1;199.729.990.959;1972;rand;s12n11;DDD;DD;D;D
49;s12n11usuario18;D;s12n11usuario12;D;1;7.855.000.495.910.000;760;rand;s12n11;DDD;DD;D;D
50;s12n11usuario18;D;s12n11usuario5;C;4;101.390.004.158;988;rand;s12n11;DDD;DD;D;D
51;s12n11usuario18;D;s12n11usuario16;D;1;189.219.999.313;1868;rand;s12n11;DCD;DC;D;C
52;s12n11usuario18;D;s12n11usuario15;C;4;252.160.000.801;2501;rand;s12n11;DDD;DD;D;D
53;s12n11usuario18;D;s12n11usuario15;D;1;178.730.010.986;1766;rand;s12n11;DCD;DC;D;C
54;s12n11usuario18;D;s12n11usuario17;D;1;134.319.996.834;1314;rand;s12n11;DDD;DD;D;D
55;s12n11usuario18;D;s12n11usuario14;D;1;146.819.996.834;1445;rand;s12n11;DDD;DD;D;D
56;s12n11usuario18;D;s12n11usuario6;D;1;134.929.990.768;1321;rand;s12n11;DDD;DD;D;D
57;s12n11usuario18;D;s12n11usuario1;D;1;200.179.982.185;1973;rand;s12n11;DDD;DD;D;D
58;s12n11usuario18;D;s12n11usuario5;D;1;708.300.113.678;680;rand;s12n11;DDD;DD;D;D
59;s12n11usuario18;D;s12n11usuario14;D;1;180.879.998.207;1783;rand;s12n11;DDD;DD;D;D
60;s12n11usuario18;D;s12n11usuario16;D;1;144.749.999.046;1423;rand;s12n11;DDD;DD;D;D
61;s12n11usuario18;D;s12n11usuario4;D;1;130.060.005.188;1274;rand;s12n11;DDD;DD;D;D
62;s12n11usuario18;D;s12n11usuario17;C;4;114.059.996.605;1116;rand;s12n11;DDD;DD;D;D
63;s12n11usuario18;D;s12n11usuario8;D;1;18.178.999.424.000.000;1791;rand;s12n11;DCD;DC;D;C
64;s12n11usuario18;D;s12n11usuario2;D;1;283.879.995.346;2816;rand;s12n11;DDD;DD;D;D
65;s12n11usuario18;D;s12n11usuario8;D;1;175.309.991.837;1725;rand;s12n11;DDD;DD;D;D
66;s12n11usuario18;D;s12n11usuario6;D;1;91.420.006.752;886;rand;s12n11;DDD;DD;D;D
67;s12n11usuario18;D;s12n11usuario3;C;4;111.640.000.343;1090;rand;s12n11;DDD;DD;D;D
68;s12n11usuario18;D;s12n11usuario15;C;4;198.239.994.049;1961;rand;s12n11;DCD;DC;D;C
69;s12n11usuario18;D;s12n11usuario11;D;1;271.399.998.665;2683;rand;s12n11;DCD;DC;D;C
70;s12n11usuario18;D;s12n11usuario16;D;1;283.850.002.289;2811;rand;s12n11;DDD;DD;D;D
71;s12n11usuario18;D;s12n11usuario2;D;1;153.619.980.812;1510;rand;s12n11;DDD;DD;D;D
72;s12n11usuario18;D;s12n11usuario7;C;4;141.840.004.921;1392;rand;s12n11;DDD;DD;D;D
73;s12n11usuario18;D;s12n11usuario17;C;4;124.070.000.648;1196;rand;s12n11;DCD;DC;D;C
74;s12n11usuario18;D;s12n11usuario5;C;4;526.360.011.101;5234;rand;s12n11;DCD;DC;D;C
75;s12n11usuario18;D;s12n11usuario5;D;1;106.880.021.095;1041;rand;s12n11;DCD;DC;D;C
76;s12n11usuario18;D;s12n11usuario6;D;1;304.070.019.722;3014;rand;s12n11;DDD;DD;D;D
77;s12n11usuario18;D;s12n11usuario9;D;1;115.320.014.954;1128;rand;s12n11;DDD;DD;D;D
78;s12n11usuario18;D;s12n11usuario4;D;1;130.550.003.052;1280;rand;s12n11;DDD;DD;D;D
79;s12n11usuario18;D;s12n11usuario4;C;4;755.000.114.441;730;rand;s12n11;DDD;DD;D;D
80;s12n11usuario18;D;s12n11usuario13;D;1;10.638.999.939;1037;rand;s12n11;DCD;DC;D;C
81;s12n11usuario18;D;s12n11usuario12;C;4;6.753.001.213.069.990;649;rand;s12n11;DDD;DD;D;D
82;s12n11usuario18;D;s12n11usuario15;D;1;772.700.071.335;748;rand;s12n11;DCD;DC;D;C
83;s12n11usuario18;D;s12n11usuario6;D;1;451.779.985.428;4488;rand;s12n11;DDD;DD;D;D
84;s12n11usuario18;D;s12n11usuario3;C;4;8.296.999.931.339.990;804;rand;s12n11;DDD;DD;D;D
85;s12n11usuario18;D;s12n11usuario13;D;1;117.009.997.368;1135;rand;s12n11;DCD;DC;D;C
86;s12n11usuario18;D;s12n11usuario4;D;1;269.920.015.335;2640;rand;s12n11;DDD;DD;D;D
87;s12n11usuario18;D;s12n11usuario11;D;1;170.499.992.371;1678;rand;s12n11;DDD;DD;D;D
88;s12n11usuario18;D;s12n11usuario12;C;4;871.700.048.447;845;rand;s12n11;DDD;DD;D;D
89;s12n11usuario18;D;s12n11usuario2;D;1;106.050.014.496;1034;rand;s12n11;DCD;DC;D;C
90;s12n11usuario18;D;s12n11usuario5;C;4;918.200.016.022;891;rand;s12n11;DDD;DD;D;D
91;s12n11usuario18;D;s12n11usuario8;D;1;107.270.002.365;1047;rand;s12n11;DCD;DC;D;C
92;s12n11usuario18;D;s12n11usuario10;D;1;973.000.049.591;947;rand;s12n11;DDD;DD;D;D
93;s12n11usuario18;D;s12n11usuario7;C;4;863.389.992.714;8576;rand;s12n11;DDD;DD;D;D
94;s12n11usuario18;D;s12n11usuario1;C;4;272.099.995.613;2690;rand;s12n11;DCD;DC;D;C
95;s12n11usuario18;D;s12n11usuario11;D;1;177.959.990.501;1753;rand;s12n11;DCD;DC;D;C
96;s12n11usuario18;D;s12n11usuario9;D;1;254.640.007.019;2518;rand;s12n11;DDD;DD;D;D
97;s12n11usuario18;D;s12n11usuario15;C;4;279.100.012.779;2761;rand;s12n11;DDD;DD;D;D
98;s12n11usuario18;D;s12n11usuario6;D;1;239.229.989.052;2364;rand;s12n11;DCD;DC;D;C
99;s12n11usuario18;D;s12n11usuario6;D;1;195.739.984.512;1929;rand;s12n11;DDD;DD;D;D
100;s12n11usuario18;D;s12n11usuario9;D;1;325.849.986.076;3229;rand;s12n11;DDD;DD;D;D
1;s12n11usuario2;C;s12n11usuario6;D;0;998.889.994.621;9963;rand;s12n11;--;--;;
2;s12n11usuario2;C;s12n11usuario9;D;0;919.199.991.226;9165;rand;s12n11;CDC;CD;C;D
3;s12n11usuario2;C;s12n11usuario16;D;0;181.724.998.951;18149;rand;s12n11;CDC;CD;C;D
4;s12n11usuario2;D;s12n11usuario12;C;4;209.826.998.711;20952;rand;s12n11;CDD;CD;C;D
5;s12n11usuario2;C;s12n11usuario15;C;3;108.635.001.183;10829;rand;s12n11;DCC;DC;D;C
6;s12n11usuario2;C;s12n11usuario16;D;0;578.610.014.915;5757;rand;s12n11;CCC;CC;C;C
7;s12n11usuario2;D;s12n11usuario4;C;4;920.079.994.202;9169;rand;s12n11;CDD;CD;C;D
8;s12n11usuario2;D;s12n11usuario5;D;1;183.209.991.455;1803;rand;s12n11;DCD;DC;D;C
9;s12n11usuario2;D;s12n11usuario6;D;1;691.440.010.071;6853;rand;s12n11;DDD;DD;D;D
10;s12n11usuario2;C;s12n11usuario3;D;0;461.339.998.245;4588;rand;s12n11;DDC;DD;D;D
11;s12n11usuario2;D;s12n11usuario18;D;1;165.030.002.594;1621;rand;s12n11;CDD;CD;C;D
12;s12n11usuario2;D;s12n11usuario15;C;4;109.593.000.412;10930;rand;s12n11;DDD;DD;D;D
13;s12n11usuario2;D;s12n11usuario17;D;1;203.489.995.003;2005;rand;s12n11;DCD;DC;D;C
14;s12n11usuario2;D;s12n11usuario4;D;1;251.550.006.866;2487;rand;s12n11;DDD;DD;D;D
15;s12n11usuario2;D;s12n11usuario4;D;1;181.069.993.973;1783;rand;s12n11;DDD;DD;D;D
16;s12n11usuario2;D;s12n11usuario9;D;1;163.249.993.324;1585;rand;s12n11;DDD;DD;D;D
17;s12n11usuario2;D;s12n11usuario12;C;4;243.139.982.224;2415;rand;s12n11;DDD;DD;D;D
18;s12n11usuario2;D;s12n11usuario6;D;1;224.979.996.681;2226;rand;s12n11;DCD;DC;D;C
19;s12n11usuario2;D;s12n11usuario14;D;1;236.390.018.463;2338;rand;s12n11;DDD;DD;D;D
